0001	1641
0002	5910
0003	7680
0004	6342
0005	1849
0006	8834
0007	6503
0008	6680
0009	8394
0010	9528
0011	3480
0012	2200
0013	1995
0014	1725
0015	6223
0016	5110
0017	3333
0018	9440
0019	8907
0020	8365
0021	8499
0022	5919
0023	6482
0024	1223
0025	7107
0026	7092
0027	5751
0028	3440
0029	6766
0030	8886
0031	6642
0032	9672
0033	6730
0034	4284
0035	2069
0036	7886
0037	0973
0038	1428
0039	2180
0040	9530
0041	5492
0042	2109
0043	8390
0044	0688
0045	7911
0046	1970
0047	8838
0048	7532
0049	0490
0050	3228
0051	2210
0052	6670
0053	0004
0054	3374
0055	9371
0056	6911
0057	0832
0058	6896
0059	7106
0060	4784
0061	8514
0062	3348
0063	6572
0064	5234
0065	7026
0066	0512
0067	2496
0068	1770
0069	2131
0070	0941
0071	0505
0072	0556
0073	6705
0074	9313
0075	7988
0076	0834
0077	0432
0078	1939
0079	0688
0080	2020
0081	5233
0082	0731
0083	0546
0084	6412
0085	9537
0086	4601
0087	7364
0088	5056
0089	2936
0090	5277
0091	6865
0092	9988
0093	5271
0094	9875
0095	0996
0096	7172
0097	3319
0098	8922
0099	0331
0100	3103
0101	2125
0102	7279
0103	9402
0104	2070
0105	8748
0106	4079
0107	0958
0108	1571
0109	9133
0110	4090
0111	9874
0112	4331
0113	8052
0114	6173
0115	8887
0116	4065
0117	8946
0118	2076
0119	2956
0120	0738
0121	0893
0122	4955
0123	5309
0124	5598
0125	0924
0126	6180
0127	6562
0128	0507
0129	1556
0130	5426
0131	0139
0132	4295
0133	2584
0134	1745
0135	9507
0136	7712
0137	1592
0138	9780
0139	2103
0140	6431
0141	9287
0142	5237
0143	0446
0144	6439
0145	8604
0146	2504
0147	6878
0148	3990
0149	9447
0150	1596
0151	7250
0152	7722
0153	6920
0154	0910
0155	9610
0156	9312
0157	5918
0158	7700
0159	9900
0160	6073
0161	1246
0162	7146
0163	6882
0164	4164
0165	6500
0166	2264
0167	7216
0168	1970
0169	0636
0170	0588
0171	7470
0172	8010
0173	3035
0174	7450
0175	2336
0176	7340
0177	6171
0178	1900
0179	9828
0180	4992
0181	1128
0182	1120
0183	7542
0184	6320
0185	0541
0186	2646
0187	9166
0188	9172
0189	2150
0190	8940
0191	9072
0192	1204
0193	1076
0194	2743
0195	4984
0196	5188
0197	0526
0198	6175
0199	6412
0200	0556
0201	9075
0202	2645
0203	1520
0204	2266
0205	9054
0206	8859
0207	2293
0208	9090
0209	0089
0210	6941
0211	9868
0212	0245
0213	6851
0214	2781
0215	2116
0216	4950
0217	6837
0218	1536
0219	1646
0220	4999
0221	8870
0222	5165
0223	7937
0224	5544
0225	0931
0226	7003
0227	1640
0228	2913
0229	1755
0230	4959
0231	1965
0232	1200
0233	1497
0234	7397
0235	3295
0236	9469
0237	6954
0238	5903
0239	8027
0240	7117
0241	9999
0242	0126
0243	3141
0244	3257
0245	5276
0246	0427
0247	0608
0248	0751
0249	4029
0250	6373
0251	1715
0252	0677
0253	2767
0254	7050
0255	4958
0256	7275
0257	5775
0258	8467
0259	9475
0260	8192
0261	9602
0262	3262
0263	5908
0264	5518
0265	4147
0266	9701
0267	0388
0268	5407
0269	8270
0270	5301
0271	8850
0272	1750
0273	2942
0274	5235
0275	9909
0276	9402
0277	4091
0278	0441
0279	9889
0280	8645
0281	4033
0282	7152
0283	6212
0284	1217
0285	7846
0286	9989
0287	7452
0288	7604
0289	5132
0290	7615
0291	9439
0292	3020
0293	3901
0294	6796
0295	1693
0296	1871
0297	7715
0298	9893
0299	7611
0300	0118
0301	6735
0302	0703
0303	9941
0304	3146
0305	3289
0306	6527
0307	2871
0308	7032
0309	6812
0310	8638
0311	7544
0312	8309
0313	1836
0314	0093
0315	1749
0316	0239
0317	4988
0318	9916
0319	6741
0320	7165
0321	6492
0322	3037
0323	7038
0324	7170
0325	7030
0326	1427
0327	5380
0328	3151
0329	4004
0330	7603
0331	6176
0332	6269
0333	7174
0334	0594
0335	4987
0336	6949
0337	7647
0338	9554
0339	0131
0340	6456
0341	6072
0342	9729
0343	9150
0344	8983
0345	0516
0346	1555
0347	1083
0348	2197
0349	5656
0350	4220
0351	7521
0352	9457
0353	9184
0354	1521
0355	1561
0356	2317
0357	1677
0358	7653
0359	2274
0360	1919
0361	6870
0362	9845
0363	9334
0364	2593
0365	9849
0366	6679
0367	7661
0368	7269
0369	1522
0370	8870
0371	7570
0372	4055
0373	5466
0374	2077
0375	2974
0376	8056
0377	7056
0378	9994
0379	7308
0380	5233
0381	8339
0382	6857
0383	8869
0384	6038
0385	2086
0386	6982
0387	6880
0388	7897
0389	1987
0390	1545
0391	1525
0392	6331
0393	7695
0394	5398
0395	2589
0396	3268
0397	4487
0398	7262
0399	4857
0400	6401
0401	4707
0402	2713
0403	4080
0404	5344
0405	9897
0406	2793
0407	7129
0408	7164
0409	3028
0410	6021
0411	6076
0412	0224
0413	1557
0414	4348
0415	9724
0416	1257
0417	7668
0418	6369
0419	2149
0420	6947
0421	9171
0422	2605
0423	1557
0424	5510
0425	6552
0426	0506
0427	1599
0428	1195
0429	5092
0430	5728
0431	7657
0432	6160
0433	2078
0434	1475
0435	6273
0436	5385
0437	2172
0438	0100
0439	1170
0440	9627
0441	6024
0442	8908
0443	6919
0444	5345
0445	3288
0446	7599
0447	8208
0448	6321
0449	2071
0450	1853
0451	2755
0452	3268
0453	7409
0454	0357
0455	5355
0456	7709
0457	8494
0458	7247
0459	3662
0460	6655
0461	1436
0462	5467
0463	6777
0464	9920
0465	5514
0466	4713
0467	7474
0468	6499
0469	8874
0470	7167
